VNDNBR,VndCode,VNDNAME,VNDTYPE,INV_YEAR, INVPAYAMT , INV_AMOUNT ,DPTNBR,DIV,DEPT,DEPT_CODE
M7300187,7300187,แพน อะเพซ บจก.,NONFOOD-MERCHANDISE,2023,"  1,205,984.16 ","  1,127,088.00 ",21340,02,40,0240
M7300299,7300299,ซี.เอ.เอส.เปเปอร์ บจก.,NONFOOD-MERCHANDISE,2023,"  673,823.94 ","  629,742.00 ",21350,02,50,0250
M7300376,7300376,ยู.พี.เอ.เอ็นเทอร์ไพรซ บจก.,NONFOOD-MERCHANDISE,2023,"  17,098.60 ","  15,980.00 ",21340,02,40,0240
M7300673,7300673,ณมน มาร์เกตติ้ง บจก. (PLM),NONFOOD-MERCHANDISE,2023,"  571,218.44 ","  57,252.91 ",21310,02,10,0210
M7300714,7300714,YONGKANG K-STAR IMP AND EXP CORP,OVERSEAS,2023,"  16,762,816.68 ","  16,762,816.68 ",21310,02,10,0210
M7300751,7300751,EXTENC (DF),OVERSEAS,2023,"  14,307,447.87 ","  4,484,848.63 ",21630,04,30,0430
M6100310,6100310,โสมนัส จิตรเกิด,BAS CONSOL,2023,"  1,509,249.24 ","  1,509,249.24 ",21730,05,30,0530
M7000700,7000700,เชี่ยวชาญ ผลิตภัณฑ์ บจก.,NONFOOD-MERCHANDISE,2023,"  6,580,751.59 ","  6,155,332.12 ",21310,02,10,0210
M7000702,7000702,ทรี บอนด์ วีไอวี เซลส์ (ประเทศไทย) บจก.,NONFOOD-MERCHANDISE,2023,"  1,403,420.29 ","  1,311,607.80 ",21340,02,40,0240
M7000719,7000719,อีสต์โคสท์เฟอร์นิเทค บมจ.,NONFOOD-MERCHANDISE,2023,"  16,518,316.23 ","  15,620,703.10 ",21320,02,20,0220
M7000736,7000736,พี.เอส.ซี มาร์เก็ตติ้ง 2009,NONFOOD-MERCHANDISE,2023,  -   ,  -   ,21360,02,60,0260
M7000746,7000746,สุริยงค์เทรดดิ้ง หจก. (เป่าลม),NONFOOD-MERCHANDISE,2023,"  8,825,063.25 ","  8,247,722.61 ",21330,02,30,0230
M7000781,7000781,โรงงานไทยแลนด์นิตติ้ง บจก.,NONFOOD-MERCHANDISE,2023,"  320,731.18 ","  299,748.78 ",21222,03,22,0322
M7000791,7000791,คราวน์ สปอร์ต อินเตอร์เนชั่นแนล บจก.,NONFOOD-MERCHANDISE,2023,"  3,757,240.80 ","  3,511,440.00 ",21220,03,20,0320
M7300800,7300800,"ZHEJIANG GINT VACUUM FLASK TECHNOLOGY CO.,LTD",OVERSEAS,2023,"  9,255,362.92 ","  9,255,362.92 ",21310,02,10,0210
M7300834,7300834,COSTA D'ORO SPA,OVERSEAS,2023,"  1,526,229.99 ","  1,526,229.99 ",21630,04,30,0430
M7300847,7300847,"ZHEJIANG ANDONG ELECTRONICS TECHNOLOGY CO.,LTD",OVERSEAS,2023,"  1,040,977.11 ","  1,040,977.11 ",21510,01,10,0110
M7300861,7300861,"FUZHOU SUNNY BAINA ENTERPRISE CO.,LTD",OVERSEAS,2023,"  1,038,054.94 ","  1,038,054.94 ",21330,02,30,0230
M7400187,7400187,เค.พี.กมลกิจ อินเตอร์เทรด บจก. (B2B),NONFOOD-HORECA/WHOLESALE,2023,"  150,742.64 ","  150,742.64 ",21560,01,60,0160
M6100629,6100629,ณฐอร คีรีแลง,BAS CONSOL,2023, NULL ,  44.00 ,21730,05,30,0530
M6100778,6100778,ธรรมชาติ ซีฟู้ด รีเทล บจก.,BAS CONSOL,2023,"  87,710,082.94 ","  85,691,937.41 ",21720,05,20,0520
M6100784,6100784,แนชเชอรัล แอนด์ พรีเมี่ยม ฟู๊ด บจก. (M6100784),BAS CONSOL,2023,"  1,300,936.23 ","  1,286,431.80 ",21760,05,60,0560
M6100794,6100794,อำภา โพธิ์ทรง,BAS CONSOL,2023,"  39,596,599.55 ","  39,596,996.75 ",21730,05,30,0530
M6100887,6100887,เบญจวรรณ จิตรตรง,BAS CONSOL,2023,"  5,921,799.22 ","  5,921,799.22 ",21760,05,60,0560
M6100914,6100914,กนกวรรณ โปรดักส์ หจก.,BAS CONSOL,2023,"  1,758,672.86 ","  1,651,078.44 ",21730,05,30,0530
M6100932,6100932,ดวง ฝอดสูงเนิน,BAS CONSOL,2023,"  68,469.41 ","  68,805.41 ",21730,05,30,0530
M6100941,6100941,นารีนาถ หุ้มกระโทก (BAS),BAS CONSOL,2023,"  196,963.88 ","  196,963.88 ",21740,05,40,0540
M6100978,6100978,ทรอปิคานา ออยล์ บจก.,BAS CONSOL,2023,"  3,380,790.18 ","  3,159,616.98 ",21850,06,30,0630
M7601046,7601046,ซันเปเปอร์ แพคเกจจิ้ง 59 บจก. (BCFS),NONFOOD-MERCHANDISE,2023,"  166,610.07 ",  -   ,21360,02,60,0260
M7601047,7601047,ลาวัณย์วิสุทธิ์พลาสติกไทย บจก. (BCFS),NONFOOD-MERCHANDISE,2023,"  772,496.12 ","  721,958.99 ",21310,02,10,0210
M7601049,7601049,ดนุเดช อุตสาหกรรม บจก. (BCFS),NONFOOD-MERCHANDISE,2023,"  855,505.67 ","  799,537.99 ",21310,02,10,0210
M7601050,7601050,ไทยอุตสาหกรรมพลาสติก (1994) บมจ. (BCFS),NONFOOD-MERCHANDISE,2023,"  555,851.93 ","  577,687.76 ",21310,02,10,0210
M7601051,7601051,ทานตะวันอุตสาหกรรม บมจ. (BCFS),NONFOOD-MERCHANDISE,2023,"  151,571.87 ","  141,656.00 ",21310,02,10,0210
M7601063,7601063,โครโนเบลซ บจก. BCFS (SME),NONFOOD-MERCHANDISE,2023,"  83,671.86 ",  -   ,21360,02,60,0260
M8000769,8000769,พี.พี.แพค เกจจิ้ง บจก.,FOOD-MERCHANDISE,2023,"  9,800,930.00 ","  9,800,930.00 ",21710,05,10,0510
M8009130,8009130,อำนาจ ชัยวงศ์เวช,NON-MERCHANDISE,2023,"  21,670.00 ","  21,670.00 ",21701,00,0,00000
M8011046,8011046,คิง เพาเวอร์ สุวรรณภูมิ บจก.,NON-MERCHANDISE,2023,"  17,287.92 ","  16,315.83 ",21701,00,0,00000
M8011803,8011803,โรงน้ำแข็งรัตนโกสินทร์ บจก.,NON-MERCHANDISE,2023,"  92,535.00 ","  86,481.33 ",21701,00,0,00000
M8013570,8013570,น้ำแข็งชินคุณ,NON-MERCHANDISE,2023,"  61,545.00 ","  61,545.00 ",21701,00,0,00000
M6101034,6101034,เณริณ อิมพอร์ต ฟรุต หจก.,BAS CONSOL,2023, NULL ,  743.41 ,21730,05,30,0530
M6101126,6101126,พิชชาพร พันธ์นัดที,BAS CONSOL,2023,"  7,222,111.22 ","  7,222,111.22 ",21730,05,30,0530
M6101132,6101132,วิราวรรณ เตี่ยวประดิษฐ์,BAS CONSOL,2023,"  1,156,124.33 ","  1,156,124.33 ",21760,05,60,0560
M6101184,6101184,เคซีจี คอร์ปอเรชั่น บมจ. (BAS),BAS CONSOL,2023,"  18,216,734.90 ","  17,024,985.89 ",21760,05,60,0560
M6101278,6101278,ศศิมา ดวงเต็ม,BAS CONSOL,2023, NULL ,"  1,572.23 ",21730,05,30,0530
M6101289,6101289,นิภา ทิพย์ศรี,BAS CONSOL,2023,"  30,366.93 ","  30,366.93 ",21730,05,30,0530
M6101299,6101299,กู๊ด ฟู้ด เอ็กซ์พอร์ท แอนด์ อิมพอร์ท บจก.,BAS CONSOL,2023,"  494,826.04 ","  462,454.24 ",21790,05,70,0570
M6101325,6101325,อินได หจก.,BAS CONSOL,2023,"  1,259,607.09 ","  1,259,607.09 ",21730,05,30,0530
M6101412,6101412,บัณฑูร กอบัว,BAS CONSOL,2023,"  12,969.00 ","  12,969.00 ",21740,05,40,0540
M6101428,6101428,อภสร ศรีโพธิ์กลาง,BAS CONSOL,2023,"  9,642,835.09 ","  9,642,835.09 ",21720,05,20,0520
M6101440,6101440,ประภาพร ปัญญาปรุ,BAS CONSOL,2023, NULL ,  66.73 ,21740,05,40,0540
M6101491,6101491,อุดร ศิริพันธุ์,BAS CONSOL,2023,"  19,236,002.46 ","  19,236,002.46 ",21760,05,60,0560
M6101573,6101573,วิสาหกิจชุมชนกลุ่มแม่บ้านโป่งกระทิง,BAS CONSOL,2023,"  11,524.20 ","  11,524.20 ",21730,05,30,0530
M7001349,7001349,ทอพัชร์ หจก.,NONFOOD-MERCHANDISE,2023,"  17,933,373.50 ","  16,897,117.15 ",21320,02,20,0220
M7001382,7001382,ซีเอสพีซี พลาสเทคอินดัสเทรียล บจก.,NONFOOD-MERCHANDISE,2023,"  291,853.20 ","  272,760.00 ",21310,02,10,0210
M7001388,7001388,เจริญสมประสงค์ บจก. (HOL),NONFOOD-MERCHANDISE,2023,"  616,223.70 ","  575,910.00 ",21320,02,20,0220
M7001419,7001419,เจริญภัณฑ์ มาร์เก็ตติ้ง บจก.,NONFOOD-MERCHANDISE,2023,"  276,427.41 ","  258,343.40 ",21350,02,50,0250
M7001432,7001432,คลีโอ เนเชอรัล กรุ๊ป บจก. (แอร์เคลื่อนที่),NONFOOD-MERCHANDISE,2023,"  92,100,328.32 ","  86,200,259.20 ",21510,01,10,0110
M7001439,7001439,วาวา การ์เมนท์  บจก.,NONFOOD-MERCHANDISE,2023,"  6,126,495.79 ","  5,725,697.00 ",21220,03,20,0320
M6004569,6004569,ชบาบางกอก บจก.,FOOD-MERCHANDISE,2023,"  27,491,462.31 ","  25,307,035.47 ",21640,04,40,0440
M6004581,6004581,ไทยยูเนี่ยน กรุ๊ป บมจ. (FF),FOOD-MERCHANDISE,2023,"  50,273.11 ","  42,786.10 ",21720,05,20,0520
M6004589,6004589,โนเบิล มาร์เก็ตติ้ง บจก. (DF),FOOD-MERCHANDISE,2023,"  460,118.26 ","  430,017.12 ",21650,04,50,0450
M6004608,6004608,แซนด์-เอ็ม โกลบอล บจก. (Remit M6004140),FOOD-MERCHANDISE,2023,"  5,135,438.16 ","  4,799,474.89 ",21610,04,10,0410
M6004615,6004615,ดีเคเอสเอช (ประเทศไทย) บจก. (Stada),FOOD-MERCHANDISE,2023,"  87,023.14 ","  (24,434.96)",21850,06,30,0630
M6004619,6004619,วีพีพี โปรเกรสซิฟ บจก. (TCT),TOWN CENTER,2023,"  4,189,107.78 ","  3,915,054.00 ",33032,09,,09
M6004638,6004638,พรทวีลาภ (TLKK),FOOD-MERCHANDISE,2023,"  6,380.00 ","  6,380.00 ",26100,00,0,00000
M6101611,6101611,ประลอง พรหมศร,BAS CONSOL,2023,"  1,558,526.98 ","  1,558,526.98 ",21720,05,20,0520
M6101641,6101641,ทองดี พานทอง,BAS CONSOL,2023, NULL ,  240.60 ,21730,05,30,0530
M6101686,6101686,เจ.เจ. ฟรุ๊ต บจก.,BAS CONSOL,2023, NULL ,"  1,770.33 ",21730,05,30,0530
M6101753,6101753,กฤษณา กำศิริพิมาน,BAS CONSOL,2023,"  1,148.16 ","  1,148.16 ",21760,05,60,0560
M6101783,6101783,นูทริชั่น โปรเฟส บจก.,BAS CONSOL,2023,"  2,803,217.08 ","  2,619,829.06 ",21840,06,20,0620
M6101811,6101811,ศุภวัฒ มานะกิจภิญโญ,BAS CONSOL,2023,"  350,889.03 ","  350,889.03 ",21740,05,40,0540
M6101812,6101812,ไพทูรย์ มีลา ครือเกอร์,BAS CONSOL,2023, NULL ,  607.43 ,21750,05,50,0550
M6101829,6101829,เซปติก้า บจก.,BAS CONSOL,2023,"  462,144.12 ","  431,910.38 ",21740,05,40,0540
M7001497,7001497,เอส.ซี.เอส.ฟุตแวร์ บจก. (แทน 7000042),NONFOOD-MERCHANDISE,2023,"  3,733,315.60 ","  3,489,080.00 ",21250,03,50,0350
M7001514,7001514,ซี ทัชพ้อยท์ บจก.,NONFOOD-MERCHANDISE,2023,"  6,317,034.97 ","  5,810,681.00 ",21320,02,20,0220
M7001518,7001518,เลิศวัฒนาหิรัญ บจก. (NO OI),NONFOOD-MERCHANDISE,2023,"  3,537,066.90 ","  3,305,670.00 ",21210,03,10,0310
M7001521,7001521,แสงเทียนชัย (1985) บจก.,NONFOOD-MERCHANDISE,2023,"  1,849,148.32 ","  1,728,176.00 ",21310,02,10,0210
M7001531,7001531,พีที มาร์โก บจก.,NONFOOD-MERCHANDISE,2023,"  56,593.97 ","  52,891.50 ",21310,02,10,0210
M7001537,7001537,เทค ทอยส์ บจก.,NONFOOD-MERCHANDISE,2023,"  5,379,767.40 ","  5,334,160.00 ",21340,02,40,0240
M7001544,7001544,คาโอ อินดัสเตรียล (ประเทศไทย) บจก. (Remit 7001381),NONFOOD-MERCHANDISE,2023,"  6,866,280.79 ","  6,417,084.89 ",21310,02,10,0210
M6101831,6101831,แบม อินโนเวทีฟ บจก.,BAS CONSOL,2023,"  23,080.54 ","  22,082.09 ",21760,05,60,0560
M6101863,6101863,บัณฑิต บุญรอด (Remit 6101559),BAS CONSOL,2023,"  471,696.77 ","  471,696.77 ",21730,05,30,0530
M6101874,6101874,ดับเบิ้ลเบสท์ 999 บจก.,BAS CONSOL,2023, NULL ,  120.03 ,21740,05,40,0540
M6101905,6101905,ล้านเกษตร (ประเทศไทย) บจก.,BAS CONSOL,2023,"  1,150,725.85 ","  1,075,444.74 ",21760,05,60,0560
M6101949,6101949,ประเสริฐ ไพศาล,BAS CONSOL,2023,"  119,090.37 ","  119,090.37 ",21760,05,60,0560
M6101974,6101974,เวชพงศ์โอสถ เทรดดิ้ง บจก.,BAS CONSOL,2023,  308.00 ,  287.85 ,21840,06,20,0620
M6101988,6101988,ลีดเดอร์ ภูเก็ต หจก.,BAS CONSOL,2023,"  773,098.14 ","  772,844.64 ",21661,04,61,0461
M6102000,6102000,ผักดอกเตอร์ 1993 บจก. (BAS),BAS CONSOL,2023,"  9,335,588.39 ","  9,335,588.39 ",21730,05,30,0530
M6102959,6102959,คันนา โกรเซอรีส์ บจก. (BAS),BAS CONSOL,2023,"  60,070.01 ","  57,054.48 ",21760,05,60,0560
M6102960,6102960,คิวเอ็มเอ็ม บจก. (Bas5),BAS CONSOL,2023,"  13,444,514.61 ","  13,444,972.27 ",21710,05,10,0510
M7001598,7001598,ไวร์มาสเตอร์ อินดัสตรี้ (ไทยแลนด์) บจก. (New),NONFOOD-MERCHANDISE,2023,"  877,528.40 ","  820,120.00 ",21320,02,20,0220
M7001599,7001599,กิ่งใบ มาร์เก็ตติ้ง บจก.,NONFOOD-MERCHANDISE,2023,"  14,230,159.73 ","  13,299,214.70 ",21330,02,30,0230
M7001602,7001602,เวอร์ซุนิ (ประเทศไทย) บจก.,NONFOOD-MERCHANDISE,2023,"  66,461,617.89 ","  61,717,101.77 ",21510,01,10,0110
M7001612,7001612,โกลเด้นท์ โมลด์ แมนนูแฟคเจอริ่ง บจก.,NONFOOD-MERCHANDISE,2023,"  7,693,869.49 ","  7,190,532.23 ",21220,03,20,0320
M7001627,7001627,เฟอร์นวู้ด บจก. (SME),NONFOOD-MERCHANDISE,2023,"  6,299,623.93 ","  5,920,557.00 ",21320,02,20,0220
M7001640,7001640,กลัฟ เท็กซ์ บจก. (HOL),NONFOOD-MERCHANDISE,2023,"  264,737.26 ","  247,418.00 ",21340,02,40,0240
M6102982,6102982,ถิด้าเจนต้า บจก.,BAS CONSOL,2023,"  302,050.70 ","  282,290.36 ",21840,06,20,0620
M6102982,6102982,ถิด้าเจนต้า บจก.,BAS CONSOL,2023,"  51,755.66 ","  48,369.77 ",21850,06,30,0630
M6102983,6102983,ศรีสมพร งามตรง (SME),BAS CONSOL,2023,"  181,378.34 ","  181,378.34 ",21740,05,40,0540
M6102989,6102989,วิสาหกิจชุมชนมั่นคง มั่งคั่ง ยั่งยืน (SME),BAS CONSOL,2023,"  71,789.50 ","  72,266.09 ",21630,04,30,0430
M6102991,6102991,สายฝน ชัยวรรณ์ (SME),BAS CONSOL,2023,"  285,652.16 ","  285,652.16 ",21730,05,30,0530
M6102994,6102994,สมบูรณ์ นิลสุวรรณ์ (SME),BAS CONSOL,2023,"  426,649.29 ","  426,649.29 ",21730,05,30,0530
M6103000,6103000,ธวัช เจียรนัยวงศ์ (BAS),BAS CONSOL,2023,"  2,898,091.53 ","  2,898,091.53 ",21730,05,30,0530
M6103040,6103040,สยามส์รอยัล กรุ๊ป บจก.,BAS CONSOL,2023,"  3,977,773.48 ","  3,717,545.34 ",21760,05,60,0560
M6103050,6103050,ฟูดินาร์ บจก. (SME),BAS CONSOL,2023,"  549,390.82 ","  513,449.36 ",21674,04,74,0474
M6103054,6103054,มาเรียม โอเชี่ยน หจก. (SME),BAS CONSOL,2023,"  211,444.10 ","  197,611.31 ",21762,05,62,0562
M6103069,6103069,มารีนเนอร์ กรุ๊ป บจก. (SME),BAS CONSOL,2023,"  50,300.92 ","  47,010.21 ",21622,04,22,0422
M6103086,6103086,ชีวารมณ์ บจก. (SME),BAS CONSOL,2023,"  27,441.63 ","  25,646.38 ",21612,04,12,0412
M6103092,6103092,แอมแซ่บ กรุ๊ป บจก. BAS (SME),BAS CONSOL,2023,"  25,008.70 ","  23,372.62 ",21762,05,62,0562
M7001349,7001349,ทอพัชร์ หจก.,NONFOOD-MERCHANDISE,2023,"  676,236.79 ",  -   ,21360,02,60,0260
M7001360,7001360,สหไทยพัฒนภัณฑ์ บจก. (ถุงเท้า Carson),NONFOOD-MERCHANDISE,2023,"  10,512,817.55 ","  9,825,063.12 ",21110,03,80,0380
M7001390,7001390,ลัลลา โฮม คอร์ปอเรชั่น บจก.,NONFOOD-MERCHANDISE,2023,"  151,143.79 ","  141,255.92 ",21310,02,10,0210
M7001436,7001436,ธนมงคล  หจก.,NONFOOD-MERCHANDISE,2023,"  1,167,840.80 ","  1,091,440.00 ",21220,03,20,0320
M7001440,7001440,สยาม แฟชั่น กร๊าฟ  บจก.,NONFOOD-MERCHANDISE,2023,"  6,867,383.05 ","  6,418,115.00 ",21220,03,20,0320
M7001455,7001455,คิส เน็ตเวิร์ค บจก.,NONFOOD-MERCHANDISE,2023,"  336,637.41 ","  314,614.70 ",21310,02,10,0210
M8014512,8014512,อุตสาหกรรมน้ำแข็งไทย บจก.,NON-MERCHANDISE,2023,"  1,348.20 ","  1,260.00 ",21701,00,0,00000
M8014831,8014831,ท่าอากาศยานไทย บมจ.,NON-MERCHANDISE,2023,"  3,501.17 ","  3,304.31 ",21701,00,0,00000
M8015009,8015009,จำรัส เลิศจรุงลาภ,NON-MERCHANDISE,2023,"  25,200.00 ","  25,200.00 ",21701,00,0,00000
M8016311,8016311,ไกรภพ กิตตะวงค์,NON-MERCHANDISE,2023,"  15,435.00 ","  15,435.00 ",21701,00,0,00000
M6300130,6300130,บอนกาแฟ (ประเทศไทย) บจก. (LP),FOOD-MERCHANDISE,2023,"  17,858,416.84 ","  16,690,109.18 ",21610,04,10,0410
M6300296,6300296,เล้งเฮง อกรีฟู้ดส์ บจก. (LP),FOOD-MERCHANDISE,2023,"  826,688.46 ","  772,606.05 ",21630,04,30,0430
M7001649,7001649,พี.จี.เทรด บจก.,NONFOOD-MERCHANDISE,2023,"  3,095,124.80 ","  2,892,640.00 ",21210,03,10,0310
M7001651,7001651,ไปรษณีย์ไทย บจก. (Credit),NONFOOD-MERCHANDISE,2023,"  (10,986,460.00)","  (10,986,460.00)",21350,02,50,0250
M7001652,7001652,เผ่าภาคิน บจก.,NONFOOD-MERCHANDISE,2023,"  326,658.01 ","  289,314.96 ",21340,02,40,0240
M7001652,7001652,เผ่าภาคิน บจก.,NONFOOD-MERCHANDISE,2023,"  151,470.14 ","  77,694.37 ",21680,04,80,0480
M7001653,7001653,โลตัส แมทเทรส บจก. (Credit),NONFOOD-MERCHANDISE,2023,"  10,559,644.21 ","  9,868,826.36 ",21320,02,20,0220
M7001680,7001680,ไทย อีพีพี โฟม บจก. (แทนM700609),NONFOOD-MERCHANDISE,2023,"  14,263.96 ","  13,330.80 ",21310,02,10,0210
M7100090,7100090,โฮเบิร์ด อุตสาหกรรม บจก.,BAS CONSOL,2023, NULL ,"  1,529.38 ",21250,03,50,0350
M7100095,7100095,วินเนอร์ทีม บจก.,BAS CONSOL,2023,"  400,150.08 ","  373,972.01 ",21210,03,10,0310
M7100121,7100121,แอคชั่น อายแวร์ บจก.,BAS CONSOL,2023,"  551,956.30 ","  515,847.00 ",21220,03,20,0320
M7100137,7100137,โปร-ฮีโร่  (ประเทศไทย)  บจก.,BAS CONSOL,2023,"  160,773.28 ","  150,255.40 ",21212,03,12,0312
M7100186,7100186,เค เอ็น ดี บจก.,BAS CONSOL,2023,"  1,431,797.06 ","  1,338,128.10 ",21340,02,40,0240
M7100227,7100227,เอเจ แอดวานซ์ เทคโนโลยี บมจ. (BAS),BAS CONSOL,2023,"  30,758.01 ","  28,745.80 ",21340,02,40,0240
M7000800,7000800,การ์ตูน แคแร็คเตอร์ บจก.,NONFOOD-MERCHANDISE,2023,"  67,591.90 ","  58,470.00 ",21210,03,10,0310
M7000800,7000800,การ์ตูน แคแร็คเตอร์ บจก.,NONFOOD-MERCHANDISE,2023,"  667,066.59 ","  575,625.00 ",21320,02,20,0220
M7001013,7001013,ลัคกี้ สเตรท บจก. (แก๊สกระป๋อง),NONFOOD-MERCHANDISE,2023,"  11,636.25 ","  9,720.00 ",21510,01,10,0110
M7001024,7001024,โทมิก้า (ประเทศไทย) บจก.,NONFOOD-MERCHANDISE,2023,"  1,570,321.30 ","  1,467,590.00 ",21330,02,30,0230
M7001025,7001025,กันธารียา บจก.,NONFOOD-MERCHANDISE,2023,"  16,942,093.24 ","  15,810,852.00 ",21310,02,10,0210
M7001060,7001060,มาสเตอรี่เทรดดิ้ง บจก.,NONFOOD-MERCHANDISE,2023,"  22,177,513.39 ","  20,744,058.57 ",21330,02,30,0230
M7001082,7001082,ซีเอสเอส พีเอ็น อินเตอร์เนชั่นแนล บจก.,NONFOOD-MERCHANDISE,2023,"  1,375,613.40 ","  1,285,620.00 ",21110,03,80,0380
M7100257,7100257,แกรนด์ไลท์ ดีเวลลอปเม้นท์  บจก.,BAS CONSOL,2023,"  4,116,691.46 ","  3,847,375.21 ",21330,02,30,0230
M7100260,7100260,สุขสวัสดิ์ ฟุตแวร์ บจก.,BAS CONSOL,2023,"  10,667,181.24 ","  9,969,328.21 ",21250,03,50,0350
M7100293,7100293,มาเจซทิค เอ บจก.,BAS CONSOL,2023,"  440,703.91 ","  411,872.80 ",21210,03,10,0310
M7100375,7100375,ม้าน้ำอินเตอร์กรุ๊ป หจก.,BAS CONSOL,2023,"  1,632,613.45 ","  1,525,806.96 ",21210,03,10,0310
M7100399,7100399,เมืองไทยการ์เม้นท์ บจก.,BAS CONSOL,2023,"  488,924.87 ","  456,939.14 ",21110,03,80,0380
M7100427,7100427,อานนท์พัฒนา บจก.,BAS CONSOL,2023, NULL ,"  1,472.87 ",21212,03,12,0312
M7100546,7100546,สยามไดวิ่ง เอ็นเตอร์ไพรส์-เอเซีย แปซิฟิก บจก.,BAS CONSOL,2023,"  546,649.53 ",  -   ,21360,02,60,0260
M7100551,7100551,การ์ดกรุ๊ป (ไทยแลนด์) หจก.,BAS CONSOL,2023,"  568,114.81 ","  530,975.02 ",21350,02,50,0250
M7100576,7100576,ซันสตาร์ ซัพพลาย บจก.,BAS CONSOL,2023,"  317,128.24 ","  296,381.53 ",21220,03,20,0320
M7100583,7100583,วาสิตา น้อยประดิษฐ,BAS CONSOL,2023,"  47,750.94 ","  47,750.94 ",21220,03,20,0320
M7100618,7100618,ไอดีซี พรีเมียร์ บจก.,BAS CONSOL,2023, NULL ,"  2,724.80 ",21350,02,50,0250
M7100619,7100619,บีเอ วัน บจก.,BAS CONSOL,2023,"  3,399.75 ","  3,177.33 ",21210,03,10,0310
M7100619,7100619,บีเอ วัน บจก.,BAS CONSOL,2023,  181.30 ,  169.44 ,21213,03,14,0314
M7100630,7100630,นารา อีโค่ ลาเท็กซ์ บจก.,BAS CONSOL,2023,"  68,715.47 ","  64,220.08 ",21320,02,20,0220
M6004650,6004650,นันดา เทรด บจก. (IMPORT 0420 SWEETED),FOOD-MERCHANDISE,2023,"  246,955.28 ","  229,975.20 ",21630,04,30,0430
M6004657,6004657,เพชรธงชัย เทรดดิ้ง บจก. (TLKK),FOOD-MERCHANDISE,2023,"  7,447.95 ","  6,960.69 ",26100,00,0,00000
M6004658,6004658,จีแอลเค กรุ๊ป บจก.,FOOD-MERCHANDISE,2023,"  817,638.01 ","  764,147.64 ",21660,04,60,0460
M6004662,6004662,ธิติสุดา ลอตระกูล,FOOD-MERCHANDISE,2023,"  3,400.00 ","  3,400.00 ",21790,05,70,0570
M6004666,6004666,แอมแซ่บ กรุ๊ป บจก. (SME),FOOD-MERCHANDISE,2023,"  78,761.00 ","  73,608.36 ",21612,04,12,0412
M6004674,6004674,ปิยะเวท แบทเทิล บจก.,FOOD-MERCHANDISE,2023,"  2,138,502.83 ","  1,998,600.80 ",21640,04,40,0440
M6004679,6004679,แพ็คฟู้ด บมจ. (Frozen),FOOD-MERCHANDISE,2023,"  494,324.68 ","  461,985.72 ",21790,05,70,0570
M6004687,6004687,สปังกี้ ฟู้ด บจก. (SME),FOOD-MERCHANDISE,2023,"  193,004.46 ","  180,378.00 ",21762,05,62,0562
M7100677,7100677,คูเปอร์ (ไทยแลนด์) บจก.,BAS CONSOL,2023,"  1,700,217.70 ","  1,588,988.49 ",21110,03,80,0380
M7100683,7100683,แฮปปี้ กิ๊ฟ กิ๊ฟช็อป บจก.,BAS CONSOL,2023, NULL ,  272.84 ,21330,02,30,0230
M7100683,7100683,แฮปปี้ กิ๊ฟ กิ๊ฟช็อป บจก.,BAS CONSOL,2023, NULL ,"  6,341.45 ",21350,02,50,0250
M7100685,7100685,เมธาวี 2016 บจก.,BAS CONSOL,2023,"  4,258,740.09 ","  3,980,130.93 ",21350,02,50,0250
M7100704,7100704,เอส.ซี. โปรเฟสชั่นแนล เทรดดิ้ง บจก.,BAS CONSOL,2023,"  4,220.24 ","  3,944.15 ",21510,01,10,0110
M7100720,7100720,ซัมมิท ฟุตแวร์ บจก. (BAS),BAS CONSOL,2023,"  4,927,671.43 ","  4,605,300.41 ",21250,03,50,0350
M7100735,7100735,เดอะวัน โคลธธิง บจก.,BAS CONSOL,2023,"  5,667.19 ","  2,018.69 ",21213,03,14,0314
M7100743,7100743,เอชคิว อินเตอร์เทรด บจก.,BAS CONSOL,2023,"  64,117,106.85 ","  59,922,529.79 ",21330,02,30,0230
M7100746,7100746,วีเอส อินเตอร์เทรด (ประเทศไทย) บจก.,BAS CONSOL,2023,"  2,685,614.90 ","  2,509,920.45 ",21350,02,50,0250
M7100755,7100755,แอ็บโซ พลัส บจก.,BAS CONSOL,2023,"  1,586,531.40 ","  1,482,739.63 ",21350,02,50,0250
M7100766,7100766,โกลด์ซิตี้ฟุตเทค บจก. (Remit 7100600),BAS CONSOL,2023,  856.26 ,  800.25 ,21210,03,10,0310
M7001456,7001456,แปลน ฟอร์ คิดส์ บจก.,NONFOOD-MERCHANDISE,2023,"  932,470.00 ","  932,470.00 ",21350,02,50,0250
M7001460,7001460,สหยิ่งทวีกิจ หจก.,NONFOOD-MERCHANDISE,2023,"  448,690.04 ","  419,336.49 ",21310,02,10,0210
M7001474,7001474,ซีเอสเอส พีเอ็น อินเตอร์เนชั่นแนล บจก. (NO_OI),NONFOOD-MERCHANDISE,2023,"  965,672.86 ","  902,498.00 ",21210,03,10,0310
M7001475,7001475,นูเบบ (ประเทศไทย) บจก.,NONFOOD-MERCHANDISE,2023,"  14,040,955.09 ","  13,122,387.93 ",21240,03,40,0340
M7001498,7001498,รับเบอร์โซล บจก. (No OI),NONFOOD-MERCHANDISE,2023,"  10,697,803.28 ","  9,997,946.91 ",21250,03,50,0350
